,Date,Hour,PM2_MIN,PM2_MAX,PM2_AVG
0,2019-08-28,7,7.0,9.0,8.0
1,2019-08-28,8,8.0,9.0,8.0
2,2019-08-28,9,8.0,9.0,8.0
3,2019-08-28,10,8.0,9.0,8.0
4,2019-08-28,11,8.0,9.0,8.0
5,2019-08-28,12,8.0,9.0,8.0
6,2019-08-28,13,8.0,9.0,8.0
7,2019-08-28,14,9.0,9.0,9.0
8,2019-08-28,15,9.0,9.0,9.0
9,2019-08-28,16,9.0,9.0,9.0
10,2019-08-28,17,9.0,9.0,9.0
11,2019-08-28,18,9.0,9.0,9.0
12,2019-08-28,19,9.0,9.0,9.0
13,2019-08-28,20,9.0,9.0,9.0
14,2019-08-28,21,9.0,9.0,9.0
15,2019-08-28,22,9.0,10.0,9.0
16,2019-08-28,23,9.0,10.0,9.0
17,2019-08-29,0,9.0,10.0,9.0
18,2019-08-29,1,9.0,10.0,9.0
19,2019-08-29,2,9.0,10.0,9.0
20,2019-08-29,3,9.0,10.0,9.0
21,2019-08-29,4,9.0,10.0,9.0
22,2019-08-29,5,9.0,10.0,9.0
23,2019-08-29,6,9.0,10.0,9.0
24,2019-08-29,7,9.0,10.0,9.0
25,2019-08-29,8,9.0,10.0,9.0
26,2019-08-29,9,8.0,10.0,9.0
27,2019-08-29,10,8.0,10.0,9.0
28,2019-08-29,11,8.0,10.0,9.0
29,2019-08-29,12,8.0,10.0,9.0
30,2019-08-29,13,8.0,10.0,9.0
31,2019-08-29,14,8.0,10.0,9.0
32,2019-08-29,15,8.0,10.0,9.0
33,2019-08-29,16,8.0,10.0,9.0
34,2019-08-29,17,8.0,10.0,9.0
35,2019-08-29,18,8.0,10.0,9.0
36,2019-08-29,19,8.0,10.0,9.0
37,2019-08-29,20,8.0,10.0,9.0
38,2019-08-29,21,8.0,10.0,9.0
39,2019-08-29,22,8.0,10.0,9.0
40,2019-08-29,23,8.0,10.0,9.0
41,2019-08-30,0,8.0,10.0,9.0
42,2019-08-30,1,8.0,10.0,9.0
43,2019-08-30,2,8.0,10.0,9.0
44,2019-08-30,3,7.0,10.0,8.0
45,2019-08-30,4,7.0,10.0,8.0
46,2019-08-30,5,7.0,9.0,8.0
47,2019-08-30,6,7.0,9.0,8.0
48,2019-08-30,7,7.0,9.0,8.0
49,2019-08-30,8,7.0,8.0,7.0
50,2019-08-30,9,7.0,8.0,7.0
51,2019-08-30,10,7.0,8.0,7.0
52,2019-08-30,11,7.0,8.0,7.0
53,2019-08-30,12,6.0,8.0,7.0
54,2019-08-30,13,6.0,8.0,7.0
55,2019-08-30,14,6.0,8.0,7.0
56,2019-08-30,15,6.0,8.0,7.0
57,2019-08-30,16,6.0,8.0,7.0
58,2019-08-30,17,6.0,8.0,7.0
59,2019-08-30,18,5.0,8.0,6.0
60,2019-08-30,19,5.0,8.0,6.0
61,2019-08-30,20,5.0,8.0,6.0
62,2019-08-30,21,5.0,8.0,6.0
63,2019-08-30,22,5.0,8.0,6.0
64,2019-08-30,23,5.0,8.0,6.0
65,2019-08-31,0,5.0,8.0,6.0
66,2019-08-31,1,5.0,8.0,6.0
67,2019-08-31,2,4.0,8.0,6.0
68,2019-08-31,3,4.0,8.0,6.0
69,2019-08-31,4,4.0,8.0,6.0
70,2019-08-31,5,4.0,8.0,6.0
71,2019-08-31,6,4.0,7.0,5.0
72,2019-08-31,7,4.0,7.0,5.0
73,2019-08-31,8,3.112831986510408,3.877529025795106,3.437148454830489
74,2019-08-31,9,4.0,7.0,5.0
75,2019-08-31,10,4.0,7.0,5.0
76,2019-08-31,11,4.0,6.0,5.0
77,2019-08-31,12,4.0,6.0,5.0
78,2019-08-31,13,4.0,6.0,5.0
79,2019-08-31,14,4.0,6.0,5.0
80,2019-08-31,15,4.0,6.0,5.0
81,2019-08-31,16,4.0,6.0,5.0
82,2019-08-31,17,4.0,5.0,4.0
83,2019-08-31,18,4.0,5.0,4.0
84,2019-08-31,19,4.0,5.0,4.0
85,2019-08-31,20,4.0,5.0,4.0
86,2019-08-31,21,4.0,5.0,4.0
87,2019-08-31,22,4.0,5.0,4.0
88,2019-08-31,23,4.0,5.0,4.0
89,2019-09-01,0,4.0,5.0,4.0
90,2019-09-01,1,4.0,4.0,4.0
91,2019-09-01,2,4.0,4.0,4.0
92,2019-09-01,3,4.0,4.0,4.0
93,2019-09-01,4,4.0,5.0,4.0
94,2019-09-01,5,4.0,5.0,4.0
95,2019-09-01,6,4.0,5.0,4.0
96,2019-09-01,7,4.0,5.0,4.0
97,2019-09-01,8,4.0,5.0,4.0
98,2019-09-01,9,4.0,5.0,4.0
99,2019-09-01,10,4.0,5.0,4.0
100,2019-09-01,11,4.0,5.0,4.0
101,2019-09-01,12,4.0,6.0,5.0
102,2019-09-01,13,4.0,6.0,5.0
103,2019-09-01,14,4.0,6.0,5.0
104,2019-09-01,15,4.0,6.0,5.0
105,2019-09-01,16,4.0,6.0,5.0
106,2019-09-01,17,4.0,6.0,5.0
107,2019-09-01,18,3.2970381351805687,3.3836759236367655,3.2174803400299905
108,2019-09-01,20,4.0,6.0,5.0
109,2019-09-01,21,4.0,6.0,5.0
110,2019-09-01,22,4.0,6.0,5.0
111,2019-09-01,23,4.0,6.0,5.0
112,2019-09-02,0,4.0,6.0,5.0
113,2019-09-02,1,4.0,6.0,5.0
114,2019-09-02,2,4.0,6.0,5.0
115,2019-09-02,3,4.0,6.0,5.0
