,Date,Hour,PM2_MIN,PM2_MAX,PM2_AVG
0,2019-08-28,7,28.0,30.0,29.0
1,2019-08-28,8,28.0,30.0,29.0
2,2019-08-28,9,27.0,30.0,28.0
3,2019-08-28,10,27.0,30.0,28.0
4,2019-08-28,11,27.0,30.0,28.0
5,2019-08-28,12,27.0,30.0,28.0
6,2019-08-28,13,27.0,30.0,28.0
7,2019-08-28,14,27.0,30.0,28.0
8,2019-08-28,15,27.0,30.0,28.0
9,2019-08-28,16,27.0,31.0,29.0
10,2019-08-28,17,27.0,31.0,29.0
11,2019-08-28,18,27.0,31.0,29.0
12,2019-08-28,19,27.0,31.0,29.0
13,2019-08-28,20,27.0,31.0,29.0
14,2019-08-28,21,27.0,31.0,29.0
15,2019-08-28,22,27.0,31.0,29.0
16,2019-08-28,23,27.0,31.0,29.0
17,2019-08-29,0,27.0,31.0,29.0
18,2019-08-29,1,27.0,31.0,29.0
19,2019-08-29,2,27.0,31.0,29.0
20,2019-08-29,3,27.0,31.0,29.0
21,2019-08-29,4,27.0,31.0,29.0
22,2019-08-29,5,27.0,31.0,29.0
23,2019-08-29,6,27.0,31.0,29.0
24,2019-08-29,7,27.0,31.0,29.0
25,2019-08-29,8,27.0,31.0,29.0
26,2019-08-29,9,27.0,31.0,29.0
27,2019-08-29,10,27.0,31.0,29.0
28,2019-08-29,11,27.0,31.0,29.0
29,2019-08-29,12,27.0,31.0,29.0
30,2019-08-29,13,29.0,31.0,30.0
31,2019-08-29,14,29.0,31.0,30.0
32,2019-08-29,15,27.0,31.0,29.0
33,2019-08-29,16,27.0,31.0,29.0
34,2019-08-29,17,27.0,31.0,29.0
35,2019-08-29,18,26.0,31.0,28.0
36,2019-08-29,19,26.0,31.0,28.0
37,2019-08-29,20,26.0,31.0,28.0
38,2019-08-29,21,26.0,31.0,28.0
39,2019-08-29,22,25.0,31.0,28.0
40,2019-08-29,23,25.0,31.0,28.0
41,2019-08-30,0,25.0,31.0,28.0
42,2019-08-30,1,25.0,31.0,28.0
43,2019-08-30,2,25.0,31.0,28.0
44,2019-08-30,3,25.0,31.0,28.0
45,2019-08-30,4,24.0,31.0,27.0
46,2019-08-30,5,24.0,31.0,27.0
47,2019-08-30,6,24.0,31.0,27.0
48,2019-08-30,7,23.0,31.0,27.0
49,2019-08-30,8,23.0,31.0,27.0
50,2019-08-30,9,22.0,31.0,26.0
51,2019-08-30,10,21.0,31.0,26.0
52,2019-08-30,11,21.0,30.0,25.0
53,2019-08-30,12,20.0,30.0,25.0
54,2019-08-30,13,19.0,28.0,23.0
55,2019-08-30,14,19.0,27.0,23.0
56,2019-08-30,15,18.0,27.0,22.0
57,2019-08-30,16,18.0,27.0,22.0
58,2019-08-30,17,18.0,26.0,22.0
59,2019-08-30,18,17.0,26.0,21.0
60,2019-08-30,19,17.0,26.0,21.0
61,2019-08-30,20,17.0,26.0,21.0
62,2019-08-30,21,16.0,26.0,21.0
63,2019-08-30,22,16.0,26.0,21.0
64,2019-08-30,23,16.0,26.0,21.0
65,2019-08-31,0,16.0,25.0,20.0
66,2019-08-31,1,16.0,25.0,20.0
67,2019-08-31,2,16.0,25.0,20.0
68,2019-08-31,3,16.0,24.0,20.0
69,2019-08-31,4,16.0,24.0,20.0
70,2019-08-31,5,16.0,24.0,20.0
71,2019-08-31,6,16.0,23.0,19.0
72,2019-08-31,7,16.0,23.0,19.0
73,2019-08-31,8,16.0,22.0,19.0
74,2019-08-31,9,16.0,21.0,18.0
75,2019-08-31,10,16.0,21.0,18.0
76,2019-08-31,11,16.0,20.0,18.0
77,2019-08-31,12,16.0,19.0,17.0
78,2019-08-31,13,16.0,19.0,17.0
79,2019-08-31,14,16.0,18.0,17.0
80,2019-08-31,15,16.0,18.0,17.0
81,2019-08-31,16,16.0,18.0,17.0
82,2019-08-31,17,16.0,17.0,16.0
83,2019-08-31,18,16.0,17.0,16.0
84,2019-08-31,19,16.0,17.0,16.0
85,2019-08-31,20,16.0,17.0,16.0
86,2019-08-31,21,16.0,18.0,17.0
87,2019-08-31,22,16.0,18.0,17.0
88,2019-08-31,23,16.0,18.0,17.0
89,2019-09-01,0,16.0,18.0,17.0
90,2019-09-01,1,16.0,18.0,17.0
91,2019-09-01,2,16.0,18.0,17.0
92,2019-09-01,3,16.0,18.0,17.0
93,2019-09-01,4,16.0,18.0,17.0
94,2019-09-01,5,16.0,18.0,17.0
95,2019-09-01,6,16.0,18.0,17.0
96,2019-09-01,7,16.0,18.0,17.0
97,2019-09-01,8,16.0,18.0,17.0
98,2019-09-01,9,16.0,18.0,17.0
99,2019-09-01,10,16.0,18.0,17.0
100,2019-09-01,11,16.0,18.0,17.0
101,2019-09-01,12,16.0,18.0,17.0
102,2019-09-01,13,16.0,18.0,17.0
103,2019-09-01,14,16.0,18.0,17.0
104,2019-09-01,15,15.0,18.0,16.0
105,2019-09-01,16,15.0,18.0,16.0
106,2019-09-01,17,15.0,18.0,16.0
107,2019-09-01,18,15.0,18.0,16.0
108,2019-09-01,20,15.0,18.0,16.0
109,2019-09-01,21,15.0,18.0,16.0
110,2019-09-01,22,15.0,18.0,16.0
111,2019-09-01,23,15.0,18.0,16.0
112,2019-09-02,0,15.0,18.0,16.0
113,2019-09-02,1,15.0,18.0,16.0
114,2019-09-02,2,15.0,18.0,16.0
115,2019-09-02,3,15.0,18.0,16.0
116,2019-09-02,4,15.0,18.0,16.0
117,2019-09-02,5,15.0,18.0,16.0
118,2019-09-02,6,15.0,18.0,16.0
119,2019-09-02,7,15.0,18.0,16.0
120,2019-09-02,8,15.0,18.0,16.0
121,2019-09-02,9,15.0,18.0,16.0
122,2019-09-02,10,15.0,19.0,17.0
123,2019-09-02,11,15.0,19.0,17.0
124,2019-09-02,12,15.0,20.0,17.0
125,2019-09-02,13,15.0,21.0,18.0
126,2019-09-02,14,15.0,21.0,18.0
127,2019-09-02,15,15.0,22.0,18.0
128,2019-09-02,16,16.0,22.0,19.0
129,2019-09-02,17,16.0,23.0,19.0
130,2019-09-02,18,16.0,23.0,19.0
131,2019-09-02,19,16.0,23.0,19.0
132,2019-09-02,20,16.0,23.0,19.0
133,2019-09-02,21,16.0,23.0,19.0
134,2019-09-02,22,16.0,24.0,20.0
135,2019-09-02,23,16.0,24.0,20.0
136,2019-09-03,0,17.0,25.0,21.0
137,2019-09-03,1,17.0,25.0,21.0
138,2019-09-03,2,17.0,25.0,21.0
139,2019-09-03,3,17.0,25.0,21.0
140,2019-09-03,4,17.0,25.0,21.0
141,2019-09-03,5,18.0,25.0,21.0
142,2019-09-03,6,18.0,25.0,21.0
143,2019-09-03,7,18.0,25.0,21.0
144,2019-09-03,8,18.0,25.0,21.0
145,2019-09-03,9,19.0,25.0,22.0
146,2019-09-03,10,19.0,25.0,22.0
147,2019-09-03,11,20.0,25.0,22.0
148,2019-09-03,12,19.0,25.0,22.0
149,2019-09-03,13,19.0,25.0,22.0
150,2019-09-03,14,18.0,25.0,21.0
151,2019-09-03,15,18.0,25.0,21.0
152,2019-09-03,16,17.0,25.0,21.0
153,2019-09-03,17,17.0,25.0,21.0
154,2019-09-03,18,16.0,25.0,20.0
155,2019-09-03,19,16.0,25.0,20.0
156,2019-09-03,22,15.0,25.0,20.0
157,2019-09-03,23,15.0,25.0,20.0
158,2019-09-04,0,15.0,24.0,19.0
159,2019-09-04,1,15.0,24.0,19.0
160,2019-09-04,2,15.0,24.0,19.0
161,2019-09-04,3,15.0,23.0,19.0
162,2019-09-04,4,15.0,23.0,19.0
163,2019-09-04,5,15.0,22.0,18.0
164,2019-09-04,6,15.0,22.0,18.0
165,2019-09-04,7,15.0,21.0,18.0
166,2019-09-04,8,15.0,21.0,18.0
167,2019-09-04,9,14.0,20.0,17.0
168,2019-09-04,10,14.0,20.0,17.0
169,2019-09-04,11,14.0,19.0,16.0
170,2019-09-04,12,13.0,19.0,16.0
171,2019-09-04,13,13.0,18.0,15.0
172,2019-09-04,14,12.0,18.0,15.0
173,2019-09-04,15,12.0,17.0,14.0
174,2019-09-04,16,12.0,17.0,14.0
175,2019-09-04,17,11.0,16.0,13.0
176,2019-09-04,18,11.0,16.0,13.0
177,2019-09-04,19,11.0,16.0,13.0
178,2019-09-04,20,11.0,16.0,13.0
179,2019-09-04,21,11.0,16.0,13.0
180,2019-09-04,22,11.0,16.0,13.0
181,2019-09-04,23,11.0,16.0,13.0
182,2019-09-05,0,10.0,16.0,13.0
183,2019-09-05,1,10.0,16.0,13.0
184,2019-09-05,2,10.0,15.0,12.0
185,2019-09-05,3,10.0,15.0,12.0
186,2019-09-05,4,10.0,15.0,12.0
187,2019-09-05,5,10.0,15.0,12.0
188,2019-09-05,6,10.0,15.0,12.0
189,2019-09-05,7,10.0,15.0,12.0
190,2019-09-05,8,10.0,14.0,12.0
191,2019-09-05,9,10.0,14.0,12.0
192,2019-09-05,10,10.0,14.0,12.0
193,2019-09-05,11,10.0,13.0,11.0
194,2019-09-05,12,10.0,13.0,11.0
195,2019-09-05,13,10.0,12.0,11.0
196,2019-09-05,14,10.0,12.0,11.0
197,2019-09-05,15,10.0,12.0,11.0
198,2019-09-05,16,10.0,12.0,11.0
199,2019-09-05,17,10.0,12.0,11.0
200,2019-09-05,19,10.0,12.0,11.0
201,2019-09-05,20,10.0,12.0,11.0
202,2019-09-05,21,10.0,12.0,11.0
203,2019-09-05,22,10.0,12.0,11.0
204,2019-09-05,23,10.0,12.0,11.0
205,2019-09-06,0,10.0,12.0,11.0
206,2019-09-06,1,10.0,12.0,11.0
207,2019-09-06,2,10.0,12.0,11.0
208,2019-09-06,3,10.0,12.0,11.0
209,2019-09-06,4,10.0,12.0,11.0
210,2019-09-06,5,10.0,12.0,11.0
211,2019-09-06,6,10.0,12.0,11.0
212,2019-09-06,7,10.0,12.0,11.0
213,2019-09-06,8,10.0,12.0,11.0
214,2019-09-06,9,11.0,12.0,11.0
215,2019-09-06,10,11.0,12.0,11.0
216,2019-09-06,11,11.0,12.0,11.0
217,2019-09-06,12,11.0,12.0,11.0
218,2019-09-06,13,11.0,12.0,11.0
219,2019-09-06,14,11.0,13.0,12.0
220,2019-09-06,15,11.0,13.0,12.0
221,2019-09-06,16,11.0,14.0,12.0
222,2019-09-06,17,11.0,14.0,12.0
223,2019-09-06,18,11.0,14.0,12.0
224,2019-09-06,19,11.0,14.0,12.0
225,2019-09-06,20,11.0,14.0,12.0
226,2019-09-06,21,11.0,15.0,13.0
227,2019-09-06,22,11.0,15.0,13.0
228,2019-09-06,23,11.0,15.0,13.0
229,2019-09-07,0,12.0,15.0,13.0
230,2019-09-07,1,12.0,15.0,13.0
231,2019-09-07,2,12.0,15.0,13.0
232,2019-09-07,3,12.0,15.0,13.0
233,2019-09-07,4,12.0,15.0,13.0
234,2019-09-07,5,12.0,15.0,13.0
235,2019-09-07,6,12.0,15.0,13.0
236,2019-09-07,7,12.0,15.0,13.0
237,2019-09-07,8,12.0,15.0,13.0
238,2019-09-07,9,12.0,15.0,13.0
239,2019-09-07,10,12.0,15.0,13.0
240,2019-09-07,11,12.0,15.0,13.0
241,2019-09-07,12,12.0,15.0,13.0
242,2019-09-07,13,12.0,15.0,13.0
243,2019-09-07,14,12.0,15.0,13.0
244,2019-09-07,15,12.0,15.0,13.0
245,2019-09-07,16,11.0,15.0,13.0
246,2019-09-07,17,11.0,15.0,13.0
247,2019-09-07,18,11.0,15.0,13.0
248,2019-09-07,19,11.0,15.0,13.0
249,2019-09-07,20,11.0,15.0,13.0
250,2019-09-07,21,11.0,15.0,13.0
251,2019-09-07,22,11.0,15.0,13.0
252,2019-09-07,23,11.0,14.0,12.0
253,2019-09-08,0,11.0,14.0,12.0
254,2019-09-08,1,11.0,14.0,12.0
255,2019-09-08,2,11.0,14.0,12.0
256,2019-09-08,3,11.0,14.0,12.0
257,2019-09-08,4,11.0,14.0,12.0
258,2019-09-08,5,11.0,14.0,12.0
259,2019-09-08,6,11.0,14.0,12.0
260,2019-09-08,7,11.0,15.0,13.0
261,2019-09-08,8,11.0,15.0,13.0
262,2019-09-08,9,11.0,16.0,13.0
263,2019-09-08,10,11.0,16.0,13.0
264,2019-09-08,11,11.0,16.0,13.0
265,2019-09-08,12,11.0,16.0,13.0
266,2019-09-08,13,11.0,16.0,13.0
267,2019-09-08,14,11.0,16.0,13.0
268,2019-09-08,15,11.0,16.0,13.0
269,2019-09-08,16,11.0,16.0,13.0
270,2019-09-08,17,12.0,17.0,14.0
271,2019-09-08,18,12.0,17.0,14.0
272,2019-09-08,19,12.0,17.0,14.0
273,2019-09-08,20,12.0,17.0,14.0
274,2019-09-08,21,12.0,17.0,14.0
275,2019-09-08,22,12.0,17.0,14.0
276,2019-09-08,23,12.0,17.0,14.0
277,2019-09-09,0,12.0,17.0,14.0
278,2019-09-09,1,13.0,17.0,15.0
279,2019-09-09,2,13.0,17.0,15.0
280,2019-09-09,3,13.0,17.0,15.0
281,2019-09-09,4,14.0,17.0,15.0
282,2019-09-09,5,14.0,17.0,15.0
283,2019-09-09,6,15.0,17.0,16.0
284,2019-09-09,7,15.0,17.0,16.0
285,2019-09-09,8,15.0,17.0,16.0
286,2019-09-09,9,15.0,17.0,16.0
287,2019-09-09,10,15.0,17.0,16.0
288,2019-09-09,11,15.0,17.0,16.0
289,2019-09-09,12,15.0,17.0,16.0
290,2019-09-09,13,15.0,17.0,16.0
291,2019-09-09,14,15.0,17.0,16.0
292,2019-09-09,15,15.0,17.0,16.0
293,2019-09-09,16,15.0,17.0,16.0
294,2019-09-09,19,15.0,17.0,16.0
295,2019-09-09,20,15.0,17.0,16.0
296,2019-09-09,21,15.0,17.0,16.0
297,2019-09-09,22,15.0,17.0,16.0
298,2019-09-09,23,15.0,17.0,16.0
299,2019-09-10,0,15.0,17.0,16.0
300,2019-09-10,1,15.0,17.0,16.0
301,2019-09-10,2,15.0,17.0,16.0
302,2019-09-10,3,15.0,17.0,16.0
303,2019-09-10,4,15.0,17.0,16.0
304,2019-09-10,5,15.0,18.0,16.0
305,2019-09-10,6,15.0,19.0,17.0
306,2019-09-10,7,15.0,19.0,17.0
307,2019-09-10,8,15.0,20.0,17.0
308,2019-09-10,9,15.0,20.0,17.0
309,2019-09-10,10,15.0,20.0,17.0
310,2019-09-10,11,15.0,20.0,17.0
311,2019-09-10,13,16.0,20.0,18.0
312,2019-09-10,14,16.0,20.0,18.0
313,2019-09-10,15,16.0,20.0,18.0
314,2019-09-10,16,16.0,20.0,18.0
315,2019-09-10,17,16.0,20.0,18.0
316,2019-09-10,18,16.0,20.0,18.0
317,2019-09-10,19,16.0,20.0,18.0
318,2019-09-10,20,16.0,20.0,18.0
319,2019-09-10,21,17.0,20.0,18.0
320,2019-09-10,22,17.0,20.0,18.0
321,2019-09-10,23,17.0,20.0,18.0
322,2019-09-11,0,17.0,20.0,18.0
323,2019-09-11,1,17.0,20.0,18.0
324,2019-09-11,2,17.0,20.0,18.0
325,2019-09-11,3,17.0,20.0,18.0
326,2019-09-11,4,18.0,20.0,19.0
327,2019-09-11,5,18.0,20.0,19.0
328,2019-09-11,6,18.0,20.0,19.0
329,2019-09-11,7,18.0,20.0,19.0
330,2019-09-11,8,18.0,20.0,19.0
331,2019-09-11,9,18.0,20.0,19.0
332,2019-09-11,10,18.0,20.0,19.0
333,2019-09-11,11,18.0,20.0,19.0
334,2019-09-11,12,18.0,20.0,19.0
335,2019-09-11,13,18.0,20.0,19.0
336,2019-09-11,14,18.0,20.0,19.0
337,2019-09-11,15,18.0,21.0,19.0
338,2019-09-11,16,18.0,21.0,19.0
339,2019-09-11,17,18.0,22.0,20.0
340,2019-09-11,18,18.0,23.0,20.0
341,2019-09-11,19,19.0,23.0,21.0
342,2019-09-11,20,19.0,24.0,21.0
343,2019-09-11,21,19.0,24.0,21.0
344,2019-09-11,22,19.0,25.0,22.0
345,2019-09-11,23,19.0,26.0,22.0
346,2019-09-12,1,19.0,27.0,23.0
347,2019-09-12,2,19.0,27.0,23.0
348,2019-09-12,3,19.0,27.0,23.0
349,2019-09-12,4,19.0,28.0,23.0
350,2019-09-12,5,19.0,28.0,23.0
351,2019-09-12,6,19.0,28.0,23.0
352,2019-09-12,7,19.0,28.0,23.0
353,2019-09-12,8,19.0,29.0,24.0
354,2019-09-12,9,19.0,29.0,24.0
355,2019-09-12,10,20.0,29.0,24.0
356,2019-09-12,11,20.0,30.0,25.0
357,2019-09-12,12,20.0,30.0,25.0
358,2019-09-12,13,20.0,31.0,25.0
359,2019-09-12,14,21.0,31.0,26.0
360,2019-09-12,15,21.0,32.0,26.0
361,2019-09-12,16,22.0,32.0,27.0
362,2019-09-12,17,23.0,33.0,28.0
363,2019-09-12,18,23.0,33.0,28.0
364,2019-09-12,19,24.0,33.0,28.0
365,2019-09-12,20,24.0,33.0,28.0
366,2019-09-12,21,25.0,33.0,29.0
367,2019-09-12,22,26.0,33.0,29.0
368,2019-09-12,23,27.0,33.0,30.0
369,2019-09-13,0,27.0,33.0,30.0
370,2019-09-13,1,27.0,33.0,30.0
371,2019-09-13,2,27.0,33.0,30.0
372,2019-09-13,3,28.0,33.0,30.0
373,2019-09-13,4,28.0,33.0,30.0
374,2019-09-13,5,28.0,33.0,30.0
375,2019-09-13,6,28.0,33.0,30.0
376,2019-09-13,7,28.0,33.0,30.0
377,2019-09-13,8,27.0,33.0,30.0
378,2019-09-13,9,27.0,33.0,30.0
379,2019-09-13,10,26.0,33.0,29.0
380,2019-09-13,11,26.0,33.0,29.0
381,2019-09-13,12,26.0,33.0,29.0
382,2019-09-13,13,26.0,33.0,29.0
383,2019-09-13,14,25.0,33.0,29.0
384,2019-09-13,15,25.0,33.0,29.0
385,2019-09-13,16,25.0,33.0,29.0
386,2019-09-13,17,25.0,33.0,29.0
387,2019-09-13,18,25.0,33.0,29.0
388,2019-09-13,19,25.0,33.0,29.0
389,2019-09-13,20,25.0,32.0,28.0
390,2019-09-13,21,25.0,32.0,28.0
391,2019-09-13,22,25.0,32.0,28.0
392,2019-09-13,23,25.0,32.0,28.0
393,2019-09-14,0,25.0,31.0,28.0
394,2019-09-14,2,25.0,30.0,27.0
395,2019-09-14,3,25.0,29.0,27.0
396,2019-09-14,4,25.0,29.0,27.0
397,2019-09-14,5,25.0,28.0,26.0
398,2019-09-14,6,25.0,28.0,26.0
399,2019-09-14,7,25.0,28.0,26.0
400,2019-09-14,8,25.0,29.0,27.0
401,2019-09-14,9,25.0,29.0,27.0
402,2019-09-14,10,25.0,29.0,27.0
403,2019-09-14,11,25.0,30.0,27.0
404,2019-09-14,12,25.0,30.0,27.0
405,2019-09-14,13,25.0,30.0,27.0
406,2019-09-14,14,25.0,31.0,28.0
407,2019-09-14,15,25.0,31.0,28.0
408,2019-09-14,16,25.0,31.0,28.0
409,2019-09-14,17,25.0,31.0,28.0
410,2019-09-14,18,26.0,31.0,28.0
411,2019-09-14,19,26.0,32.0,29.0
412,2019-09-14,20,26.0,32.0,29.0
413,2019-09-14,21,26.0,32.0,29.0
414,2019-09-14,22,26.0,33.0,29.0
415,2019-09-14,23,26.0,33.0,29.0
416,2019-09-15,0,26.0,34.0,30.0
417,2019-09-15,1,27.0,34.0,30.0
418,2019-09-15,2,28.0,34.0,31.0
419,2019-09-15,3,28.0,35.0,31.0
420,2019-09-15,4,28.0,36.0,32.0
421,2019-09-15,5,28.0,36.0,32.0
422,2019-09-15,6,28.0,37.0,32.0
423,2019-09-15,7,29.0,38.0,33.0
424,2019-09-15,8,29.0,38.0,33.0
425,2019-09-15,9,29.0,39.0,34.0
426,2019-09-15,10,30.0,39.0,34.0
427,2019-09-15,11,30.0,39.0,34.0
428,2019-09-15,12,30.0,39.0,34.0
429,2019-09-15,13,31.0,39.0,35.0
430,2019-09-15,14,31.0,39.0,35.0
431,2019-09-15,15,31.0,39.0,35.0
432,2019-09-15,16,31.0,39.0,35.0
433,2019-09-15,17,32.0,39.0,35.0
434,2019-09-15,18,32.0,39.0,35.0
435,2019-09-15,19,32.0,39.0,35.0
436,2019-09-15,20,33.0,39.0,36.0
437,2019-09-15,21,33.0,39.0,36.0
438,2019-09-15,22,33.0,39.0,36.0
439,2019-09-15,23,34.0,39.0,36.0
440,2019-09-16,0,34.0,39.0,36.0
441,2019-09-16,1,34.0,39.0,36.0
442,2019-09-16,2,35.0,39.0,37.0
443,2019-09-16,3,34.0,39.0,36.0
444,2019-09-16,4,34.0,39.0,36.0
445,2019-09-16,5,33.0,39.0,36.0
446,2019-09-16,6,33.0,39.0,36.0
447,2019-09-16,7,33.0,39.0,36.0
448,2019-09-16,8,33.0,39.0,36.0
449,2019-09-16,9,33.0,39.0,36.0
450,2019-09-16,10,33.0,39.0,36.0
451,2019-09-16,11,33.0,39.0,36.0
452,2019-09-16,12,33.0,38.0,35.0
453,2019-09-16,13,33.0,38.0,35.0
454,2019-09-16,14,33.0,37.0,35.0
455,2019-09-16,15,33.0,37.0,35.0
456,2019-09-16,16,33.0,37.0,35.0
457,2019-09-16,17,33.0,37.0,35.0
458,2019-09-16,18,33.0,37.0,35.0
459,2019-09-16,19,33.0,36.0,34.0
460,2019-09-16,20,33.0,36.0,34.0
461,2019-09-16,21,33.0,36.0,34.0
462,2019-09-16,22,33.0,36.0,34.0
463,2019-09-16,23,33.0,36.0,34.0
464,2019-09-17,0,33.0,36.0,34.0
465,2019-09-17,1,33.0,35.0,34.0
466,2019-09-17,2,33.0,34.0,33.0
467,2019-09-17,3,33.0,34.0,33.0
468,2019-09-17,4,33.0,34.0,33.0
469,2019-09-17,5,33.0,34.0,33.0
470,2019-09-17,6,32.0,34.0,33.0
471,2019-09-17,7,32.0,34.0,33.0
472,2019-09-17,8,32.0,34.0,33.0
473,2019-09-17,9,32.0,34.0,33.0
474,2019-09-17,10,32.0,34.0,33.0
475,2019-09-17,11,32.0,34.0,33.0
476,2019-09-17,12,32.0,34.0,33.0
477,2019-09-17,13,32.0,34.0,33.0
478,2019-09-17,14,32.0,34.0,33.0
479,2019-09-17,15,32.0,34.0,33.0
480,2019-09-17,16,32.0,34.0,33.0
481,2019-09-17,17,32.0,34.0,33.0
482,2019-09-17,18,31.0,34.0,32.0
483,2019-09-17,19,30.0,34.0,32.0
484,2019-09-17,20,30.0,34.0,32.0
485,2019-09-17,21,29.0,34.0,31.0
486,2019-09-17,22,29.0,34.0,31.0
487,2019-09-17,23,29.0,34.0,31.0
488,2019-09-18,0,29.0,34.0,31.0
489,2019-09-18,1,28.0,33.0,30.0
490,2019-09-18,2,28.0,33.0,30.0
491,2019-09-18,3,28.0,33.0,30.0
492,2019-09-18,4,28.0,33.0,30.0
493,2019-09-18,5,28.0,33.0,30.0
494,2019-09-18,6,28.0,33.0,30.0
495,2019-09-18,7,28.0,33.0,30.0
496,2019-09-18,8,28.0,33.0,30.0
497,2019-09-18,9,28.0,33.0,30.0
498,2019-09-18,10,28.0,33.0,30.0
499,2019-09-18,11,28.0,33.0,30.0
500,2019-09-18,12,28.0,33.0,30.0
501,2019-09-18,13,28.0,32.0,30.0
502,2019-09-18,14,28.0,32.0,30.0
503,2019-09-18,15,28.0,32.0,30.0
504,2019-09-18,16,28.0,32.0,30.0
505,2019-09-18,17,28.0,32.0,30.0
506,2019-09-18,18,28.0,32.0,30.0
507,2019-09-18,19,28.0,34.0,31.0
508,2019-09-18,20,28.0,35.0,31.0
509,2019-09-18,21,28.0,37.0,32.0
510,2019-09-18,22,28.0,38.0,33.0
511,2019-09-18,23,28.0,39.0,33.0
512,2019-09-19,0,28.0,39.0,33.0
513,2019-09-19,1,28.0,40.0,34.0
514,2019-09-19,2,28.0,42.0,35.0
515,2019-09-19,3,28.0,43.0,35.0
516,2019-09-19,4,28.0,44.0,36.0
