,Date,Hour,PM2_MIN,PM2_MAX,PM2_AVG
0,2019-08-28,7,11.0,12.0,11.0
1,2019-08-28,8,11.0,12.0,11.0
2,2019-08-28,9,11.0,12.0,11.0
3,2019-08-28,10,11.0,12.0,11.0
4,2019-08-28,11,11.0,12.0,11.0
5,2019-08-28,12,11.0,12.0,11.0
6,2019-08-28,13,11.0,12.0,11.0
7,2019-08-28,14,11.0,12.0,11.0
8,2019-08-28,15,11.0,12.0,11.0
9,2019-08-28,16,11.0,12.0,11.0
10,2019-08-28,17,11.0,12.0,11.0
11,2019-08-28,18,11.0,12.0,11.0
12,2019-08-28,19,11.0,11.0,11.0
13,2019-08-28,20,11.0,11.0,11.0
14,2019-08-28,21,11.0,11.0,11.0
15,2019-08-28,22,11.0,11.0,11.0
16,2019-08-28,23,11.0,11.0,11.0
17,2019-08-29,0,11.0,11.0,11.0
18,2019-08-29,1,11.0,11.0,11.0
19,2019-08-29,2,11.0,11.0,11.0
20,2019-08-29,3,11.0,11.0,11.0
21,2019-08-29,4,11.0,11.0,11.0
22,2019-08-29,5,11.0,11.0,11.0
23,2019-08-29,6,10.0,11.0,10.0
24,2019-08-29,7,10.0,11.0,10.0
25,2019-08-29,8,10.0,11.0,10.0
26,2019-08-29,9,10.0,11.0,10.0
27,2019-08-29,10,10.0,11.0,10.0
28,2019-08-29,11,10.0,11.0,10.0
29,2019-08-29,12,10.0,11.0,10.0
30,2019-08-29,13,10.0,11.0,10.0
31,2019-08-29,14,10.0,11.0,10.0
32,2019-08-29,15,10.0,11.0,10.0
33,2019-08-29,16,10.0,11.0,10.0
34,2019-08-29,17,10.0,11.0,10.0
35,2019-08-29,18,9.0,11.0,10.0
36,2019-08-29,19,9.0,11.0,10.0
37,2019-08-29,20,9.0,11.0,10.0
38,2019-08-29,21,9.0,11.0,10.0
39,2019-08-29,22,9.0,11.0,10.0
40,2019-08-29,23,9.0,11.0,10.0
41,2019-08-30,0,9.0,11.0,10.0
42,2019-08-30,1,9.0,11.0,10.0
43,2019-08-30,2,9.0,11.0,10.0
44,2019-08-30,3,9.0,11.0,10.0
45,2019-08-30,4,9.0,11.0,10.0
46,2019-08-30,5,9.0,10.0,9.0
47,2019-08-30,6,9.0,10.0,9.0
48,2019-08-30,7,9.0,10.0,9.0
49,2019-08-30,8,8.0,10.0,9.0
50,2019-08-30,9,8.0,10.0,9.0
51,2019-08-30,10,8.0,10.0,9.0
52,2019-08-30,11,7.0,10.0,8.0
53,2019-08-30,12,7.0,10.0,8.0
54,2019-08-30,13,7.0,10.0,8.0
55,2019-08-30,14,7.0,10.0,8.0
56,2019-08-30,15,6.0,10.0,8.0
57,2019-08-30,16,6.0,10.0,8.0
58,2019-08-30,17,6.0,9.0,7.0
59,2019-08-30,18,6.0,9.0,7.0
60,2019-08-30,19,6.0,9.0,7.0
61,2019-08-30,20,6.0,9.0,7.0
62,2019-08-30,21,5.0,9.0,7.0
